iter	Passed	Remaining
871	696998	102311
872	698016	101544
873	698778	100739
874	699507	99929
875	700220	99117
876	700923	98305
877	701794	97515
878	702560	96712
879	703298	95904
880	704044	95098
881	704765	94288
882	705491	93479
883	706345	92687
884	707070	91879
885	707802	91071
886	708518	90262
887	709383	89471
888	710103	88663
889	710822	87854
890	711376	87025
891	712121	86220
892	712808	85409
893	713769	84630
894	714542	83829
895	715512	83050
896	716205	82239
897	716941	81434
898	717714	80633
899	718403	79822
900	719155	79019
901	719886	78213
902	720947	77443
903	721672	76637
904	722683	75861
905	723532	75068
906	724520	74289
907	725517	73510
908	726302	72710
909	727101	71911
910	727891	71111
911	728781	70320
912	729644	69528
913	730461	68730
914	731363	67940
915	732318	67155
916	733175	66361
917	733961	65560
918	734970	64779
919	735724	63976
920	736461	63170
921	737362	62379
922	738141	61578
923	738898	60775
924	739590	59966
925	740486	59174
926	741240	58371
927	741911	57562
928	742762	56766
929	743552	55966
930	744221	55157
931	744960	54353
932	745788	53556
933	746660	52761
934	747359	51955
935	748072	51150
936	748776	50344
937	749887	49566
938	750783	48772
939	751512	47968
940	752263	47166
941	752969	46361
942	753645	45554
943	754363	44750
944	755300	43959
945	756026	43155
946	756723	42350
947	757591	41555
948	758347	40754
949	759156	39955
950	759872	39152
951	760675	38353
952	761358	37548
953	762038	36743
954	762692	35938
955	763428	35136
956	764204	34337
957	764970	33537
958	765754	32738
959	766486	31936
960	767227	31136
961	767925	30333
962	768702	29534
963	769373	28731
964	770129	27932
965	770889	27132
966	771602	26331
967	772333	25531
968	773340	24740
969	774122	23941
970	774893	23143
971	775680	22344
972	776360	21543
973	777093	20743
974	777801	19943
975	778544	19144
976	779250	18344
977	780032	17546
978	780898	16750
979	781604	15951
980	782300	15151
981	783025	14352
982	783774	13554
983	784502	12756
984	785258	11958
985	786086	11161
986	786776	10362
987	787444	9564
988	788165	8766
989	789065	7970
990	789823	7172
991	790725	6376
992	791460	5579
993	792319	4782
994	793173	3985
995	793929	3188
996	794670	2391
997	795374	1593
998	796586	797
999	797332	0
